person,genderLabel,personLabel,birthDate,placeBirthLabel,description
"http://www.wikidata.org/entity/Q5920835,femenino,Isabel Prieto de Landázuri,1833-03-01T00:00:00Z,Alcázar de San Juan,""poeta y dramaturga española, considerada parte del canon decimonónico mexicano"""
http://www.wikidata.org/entity/Q5938359,masculino,José Aureliano de la Guía,1963-01-01T00:00:00Z,Campo de Criptana,poeta español
http://www.wikidata.org/entity/Q5938606,masculino,José Díaz Gómez,1930-01-01T00:00:00Z,Campo de Criptana,pintor español
http://www.wikidata.org/entity/Q5942018,masculino,José Manuel Cañas Reillo,1967-01-01T00:00:00Z,Campo de Criptana,pintor español
"http://www.wikidata.org/entity/Q5949636,masculino,Juan Frederic Schedler Van der Schueren,1560-01-01T00:00:00Z,Almagro,""Jesuita, teólogo y escritor español."""
http://www.wikidata.org/entity/Q5984641,femenino,Luisa Alberca,1920-08-09T00:00:00Z,Alcázar de San Juan,escritora española
http://www.wikidata.org/entity/Q3181301,masculino,Juan Luis Rodríguez-Vigil,1945-03-17T00:00:00Z,Valdepeñas,político español
http://www.wikidata.org/entity/Q3612903,masculino,Alonso de Córdoba,1505-01-01T00:00:00Z,Valdepeñas,explorador español
http://www.wikidata.org/entity/Q4328284,masculino,Francisco Nieva,1924-12-29T00:00:00Z,Valdepeñas,dramaturgo español
http://www.wikidata.org/entity/Q4356395,masculino,Lorenzo Luzuriaga Medina,1889-10-29T00:00:00Z,Valdepeñas,pedagogo español
http://www.wikidata.org/entity/Q4714471,masculino,Alejandro Alonso Núñez,1951-08-20T00:00:00Z,Valdepeñas,político español
http://www.wikidata.org/entity/Q948257,masculino,Cirilo del Río Rodríguez,1892-02-27T00:00:00Z,Castellar de Santiago,abogado y político de la Segunda República
http://www.wikidata.org/entity/Q981471,masculino,Cayo Lara,1952-01-29T00:00:00Z,Argamasilla de Alba,político español
http://www.wikidata.org/entity/Q1232924,masculino,Luis Rodríguez Salazar,1948-01-01T00:00:00Z,Fuente el Fresno,músico español
http://www.wikidata.org/entity/Q2517837,masculino,Antolín Monescillo,1811-09-02T00:00:00Z,Corral de Calatrava,cardenal español
http://www.wikidata.org/entity/Q3014635,masculino,Daniel Rubio Sánchez,1883-04-20T00:00:00Z,Argamasilla de Calatrava,arquitecto español
http://www.wikidata.org/entity/Q6436349,masculino,Francisco Abad Moreno,1788-04-24T00:00:00Z,Valdepeñas,oficial y guerrillero español
http://www.wikidata.org/entity/Q6787421,masculino,Matías de Arteaga y Alfaro,1630-01-01T00:00:00Z,Villanueva de los Infantes,artista español
http://www.wikidata.org/entity/Q6787421,masculino,Matías de Arteaga y Alfaro,1633-01-01T00:00:00Z,Villanueva de los Infantes,artista español
http://www.wikidata.org/entity/Q11922986,masculino,Francisco Jordán,1886-09-13T00:00:00Z,Valdepeñas,sindicalista español
http://www.wikidata.org/entity/Q12162865,masculino,Dionisio Cañas,1949-01-01T00:00:00Z,Tomelloso,Poeta y artista español
http://www.wikidata.org/entity/Q14067946,masculino,Santiago Lucas-Torres Lopez-Casero,1969-01-01T00:00:00Z,Campo de Criptana,político de España
http://www.wikidata.org/entity/Q16297836,masculino,Vicente Blanco Brazales,1959-04-25T00:00:00Z,Almagro,futbolista español
http://www.wikidata.org/entity/Q16760686,masculino,José Carlos Soria,1975-11-06T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q5751545,masculino,Carlos Rivas Sánchez,1958-01-05T00:00:00Z,Almadén,político de España
http://www.wikidata.org/entity/Q5817602,masculino,Edelmiro Arnaltes,1950-01-01T00:00:00Z,Almadén,pianista español
http://www.wikidata.org/entity/Q5825910,masculino,El niño de Almadén,1899-01-01T00:00:00Z,Almadén,cantante español
http://www.wikidata.org/entity/Q5833003,masculino,Enrique Alarcón,1917-06-13T00:00:00Z,Campo de Criptana,Arquitecto y escenógrafo de cine español
http://www.wikidata.org/entity/Q5833593,masculino,Enrique Millán Alarcón,1908-02-09T00:00:00Z,Campo de Criptana,esquiador de fondo español
http://www.wikidata.org/entity/Q14069545,masculino,Jesús Martín,1959-11-15T00:00:00Z,Valdepeñas,político de España
http://www.wikidata.org/entity/Q15077313,masculino,Blas Camacho Zancada,1939-12-24T00:00:00Z,Tomelloso,abogado y político conservador español
http://www.wikidata.org/entity/Q16300598,masculino,Alejandro Fernández-Alves Alcázar,1954-05-31T00:00:00Z,Tomelloso,futbolista español
http://www.wikidata.org/entity/Q16596726,femenino,Madre Cándida de San Agustín,1804-02-15T00:00:00Z,Valdepeñas,religiosa española
http://www.wikidata.org/entity/Q16799337,masculino,Carlos Ramírez Zancas,1938-09-11T00:00:00Z,Tomelloso,futbolista español
http://www.wikidata.org/entity/Q20004342,masculino,José Antonio Espinosa Hernández,1969-11-24T00:00:00Z,Tomelloso,ciclista español
http://www.wikidata.org/entity/Q5390418,masculino,José Luis Cano,1988-04-28T00:00:00Z,Tomelloso,ciclista español
http://www.wikidata.org/entity/Q5483401,masculino,Rodrigo de Valdepeñas,1505-01-01T00:00:00Z,Valdepeñas,poeta y religioso cartujo español.
http://www.wikidata.org/entity/Q5647216,masculino,Pedro de Morales,1538-01-01T00:00:00Z,Valdepeñas,escritor español
"http://www.wikidata.org/entity/Q5674137,femenino,Ana de Castro Egas,1600-01-01T00:00:00Z,Valdepeñas,""poetisa, escritora y biógrafa española del Siglo de Oro"""
http://www.wikidata.org/entity/Q5751741,masculino,Carlos Saura Riaza,1960-01-01T00:00:00Z,Villanueva de los Infantes,pintor español
http://www.wikidata.org/entity/Q99556368,femenino,María de Borbón-Dos Sicilias,2015-03-05T00:00:00Z,Ciudad Real,aristócrata española
http://www.wikidata.org/entity/Q99556608,femenino,Blanca de Borbón-Dos Sicilias,2011-04-07T00:00:00Z,Ciudad Real,aristócrata española
http://www.wikidata.org/entity/Q104243768,masculino,Juan Ignacio Campos,1950-11-07T00:00:00Z,Ciudad Real,fiscal español
http://www.wikidata.org/entity/Q105797727,femenino,Carmen Orellana Illescas,1957-01-27T00:00:00Z,Ciudad Real,agente de medio ambiente
http://www.wikidata.org/entity/Q106033941,femenino,Juana González,1972-05-24T00:00:00Z,Puertollano,pintora figurativa española
http://www.wikidata.org/entity/Q106362491,masculino,Fernán Gómez de Cibdareal,1388-01-01T00:00:00Z,Ciudad Real,médico y escritor español
http://www.wikidata.org/entity/Q106489524,masculino,Q106489524,1945-01-17T00:00:00Z,Ciudad Real,futbolista español
"http://www.wikidata.org/entity/Q108619491,masculino,Teodoro León Muñoz,1964-11-27T00:00:00Z,Puertollano,""Sacerdote, teólogo y canonista católico español, obispo auxiliar electo de Sevilla"""
http://www.wikidata.org/entity/Q110681841,masculino,José Ramón Poblador Arias,1940-01-01T00:00:00Z,Ciudad Real,escultor español
http://www.wikidata.org/entity/Q112631118,femenino,Encarnación Ruano Ruiz,1938-02-08T00:00:00Z,Ciudad Real,arqueóloga española
http://www.wikidata.org/entity/Q114079090,femenino,Sagrario Santana Alberdi,1960-11-18T00:00:00Z,Ciudad Real,balonmanista española
http://www.wikidata.org/entity/Q119818709,masculino,Miguel Belló,,Puertollano,Ingeniero aeroespacial español
http://www.wikidata.org/entity/Q320160,masculino,Juan de Ávila,1499-01-15T00:00:00Z,Almodóvar del Campo,sacerdote y escritor ascético español (1499-1569)
http://www.wikidata.org/entity/Q715375,masculino,Arturo Mora,1987-03-24T00:00:00Z,Fuente el Fresno,ciclista español
http://www.wikidata.org/entity/Q738775,masculino,Sergio Pardilla,1984-01-16T00:00:00Z,Membrilla,ciclista español
http://www.wikidata.org/entity/Q776171,masculino,Fernando Yáñez de la Almedina,1459-01-01T00:00:00Z,Almedina,artista español
http://www.wikidata.org/entity/Q16187728,masculino,Esteban Casado Poveda,1943-09-11T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q16195357,femenino,Esperanza Tercero,1963-10-27T00:00:00Z,Ciudad Real,balonmanista española
http://www.wikidata.org/entity/Q16232710,masculino,Francisco Sánchez Lara,1989-08-11T00:00:00Z,Ciudad Real,baloncestista español
http://www.wikidata.org/entity/Q16295625,masculino,Ángel Pérez de Inestrosa,1986-03-31T00:00:00Z,Ciudad Real,balonmanista español
http://www.wikidata.org/entity/Q16302045,masculino,José Luis Serrano,1967-01-01T00:00:00Z,Ciudad Real,escritor español
http://www.wikidata.org/entity/Q16582632,masculino,José Antonio Muñoz García,1923-08-20T00:00:00Z,Ciudad Real,abogado español
http://www.wikidata.org/entity/Q2134417,masculino,Raúl García de Mateos,1982-07-05T00:00:00Z,Manzanares,ciclista español
http://www.wikidata.org/entity/Q2274959,masculino,Jesús Merino,1987-07-08T00:00:00Z,Manzanares,ciclista español
http://www.wikidata.org/entity/Q2884328,masculino,Isidro Antequera,1926-01-01T00:00:00Z,La Solana,pintor español
http://www.wikidata.org/entity/Q3314962,masculino,Miguel Fisac,1913-09-29T00:00:00Z,Daimiel,arquitecto y pintor español
http://www.wikidata.org/entity/Q3755420,masculino,Félix Huete Piñeno,1914-08-25T00:00:00Z,Carrión de Calatrava,futbolista español
http://www.wikidata.org/entity/Q20005859,masculino,Mateo Santos Cantero,1891-01-01T00:00:00Z,Villanueva de los Infantes,periodista español
http://www.wikidata.org/entity/Q22771524,masculino,Jesús Alberto Rubio,1992-01-25T00:00:00Z,Tomelloso,ciclista español
http://www.wikidata.org/entity/Q23900548,masculino,Juan García Gómez-Caminero,1871-01-01T00:00:00Z,Valdepeñas,militar español
http://www.wikidata.org/entity/Q27430226,masculino,Julián del Pozo y la Orden,1849-01-01T00:00:00Z,Pedro Muñoz,pintor español
http://www.wikidata.org/entity/Q27858287,femenino,Carmen Casero González,,Tomelloso,política española
http://www.wikidata.org/entity/Q27961506,masculino,Ignacio Morales Nieva,1928-12-18T00:00:00Z,Valdepeñas,compositor español
http://www.wikidata.org/entity/Q2461199,masculino,Miguel Morayta Martínez,1907-08-15T00:00:00Z,Villahermosa,director de cine español
http://www.wikidata.org/entity/Q2836222,masculino,Gregorio Prieto,1897-05-02T00:00:00Z,Valdepeñas,pintor español
http://www.wikidata.org/entity/Q2843195,masculino,Francisco Cerezo,1971-01-06T00:00:00Z,Tomelloso,ciclista español
http://www.wikidata.org/entity/Q2857305,masculino,Antonio García y Bellido,1903-02-10T00:00:00Z,Villanueva de los Infantes,arqueólogo español (1902–1972)
http://www.wikidata.org/entity/Q2895416,masculino,José López Martínez,1931-01-01T00:00:00Z,Tomelloso,escritor español
http://www.wikidata.org/entity/Q2052028,masculino,Rafael Serrano,1987-07-15T00:00:00Z,Tomelloso,ciclista español
"http://www.wikidata.org/entity/Q2220937,femenino,Juana Galán,1787-01-01T00:00:00Z,Valdepeñas,""Guerrillera española, heroína de la Guerra de la Independencia"""
http://www.wikidata.org/entity/Q2332106,masculino,Jaime Jiménez Merlo,1977-02-02T00:00:00Z,Valdepeñas,futbolista español
http://www.wikidata.org/entity/Q2332106,masculino,Jaime Jiménez Merlo,1980-12-10T00:00:00Z,Valdepeñas,futbolista español
http://www.wikidata.org/entity/Q60935754,femenino,Carmen Manzaneque,1957-01-01T00:00:00Z,Campo de Criptana,Carmen Manzaneque es una escritora española
http://www.wikidata.org/entity/Q62554644,masculino,Juan Julio Baena Álvarez,1925-01-01T00:00:00Z,Alcázar de San Juan,director de fotografía español
http://www.wikidata.org/entity/Q64767636,masculino,Rafael Cavanillas y Malo,1778-10-25T00:00:00Z,Almadén,25.X.1778 - 5.XII.1853
http://www.wikidata.org/entity/Q66663497,femenino,María Ángeles Rosado Peinado,1979-08-07T00:00:00Z,Alcázar de San Juan,político español
http://www.wikidata.org/entity/Q85677978,masculino,Fernando Caravantes y Méndez,1788-05-30T00:00:00Z,Almadén,30.V.1788 - 1852
http://www.wikidata.org/entity/Q86753728,femenino,María Manjavacas,1950-01-01T00:00:00Z,Campo de Criptana,periodista española especializada en periodismo social
http://www.wikidata.org/entity/Q86849671,masculino,Luis Martínez Gutiérrez,1910-07-24T00:00:00Z,Aldea del Rey,político español
http://www.wikidata.org/entity/Q3750903,masculino,Antonio Gala,1930-10-02T00:00:00Z,Brazatortas,escritor español
http://www.wikidata.org/entity/Q3823910,masculino,Fernando Usero,1984-03-27T00:00:00Z,Brazatortas,futbolista español
"http://www.wikidata.org/entity/Q4865546,masculino,Bartolomé Jiménez Patón,1569-01-01T00:00:00Z,Almedina,""humanista, gramático y retórico español"""
http://www.wikidata.org/entity/Q28872630,femenino,Cristina Flora Molina Ciudad,1986-07-19T00:00:00Z,Calzada de Calatrava,política española
"http://www.wikidata.org/entity/Q29555929,masculino,Juan Gómez-Cornejo,1957-02-20T00:00:00Z,Valdepeñas,""diseñador de iluminación de teatro, danza y ópera español"""
http://www.wikidata.org/entity/Q30447919,femenino,Lourdes Fernández Malagón,1959-03-25T00:00:00Z,Valdepeñas,Gestora Cultural española
http://www.wikidata.org/entity/Q47528726,masculino,Manu Rios,1998-12-17T00:00:00Z,Calzada de Calatrava,Actor español
http://www.wikidata.org/entity/Q55464019,masculino,Joaquín Brotons Peñasco,1952-01-01T00:00:00Z,Valdepeñas,poeta español (1952-)
http://www.wikidata.org/entity/Q11002740,masculino,Emilio Calatayud Pérez,1955-12-22T00:00:00Z,Ciudad Real,magistrado español y juez de menores de Granada
http://www.wikidata.org/entity/Q11686218,masculino,José Villaverde Fernández,1763-01-01T00:00:00Z,Ciudad Real,escritor español
http://www.wikidata.org/entity/Q11686670,masculino,Juanjo Díaz,1949-01-08T00:00:00Z,Ciudad Real,futbolista español
http://www.wikidata.org/entity/Q11728745,masculino,Juan Andrés Naranjo Escobar,1952-01-04T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q12354412,masculino,Raúl Martínez Anguita,1975-01-01T00:00:00Z,Ciudad Real,esperantista español
http://www.wikidata.org/entity/Q16150745,masculino,Antonio Andujar Arroyo,1978-05-05T00:00:00Z,Ciudad Real,atleta español
http://www.wikidata.org/entity/Q21480455,masculino,Antonio Zoilo Vázquez Marjaliza,1842-01-01T00:00:00Z,Ciudad Real,político español
"http://www.wikidata.org/entity/Q21483870,masculino,Salvador Jiménez Coronado,1747-01-07T00:00:00Z,Ciudad Real,""Sacerdote escolapio, astrónomo y matemático español (1747-1813)"""
"http://www.wikidata.org/entity/Q21540743,masculino,Jerónimo López Salazar Martínez,1899-02-14T00:00:00Z,Ciudad Real,""profesor, escultor y pintor español"""
http://www.wikidata.org/entity/Q23446768,masculino,Joaquín García Donaire,1926-07-29T00:00:00Z,Ciudad Real,escultor español
http://www.wikidata.org/entity/Q23798834,femenino,Concha Peña Pastor,1906-11-09T00:00:00Z,Ciudad Real,abogada española
http://www.wikidata.org/entity/Q24035245,masculino,Matías Gómez García,1990-07-22T00:00:00Z,Ciudad Real,karateka español
"http://www.wikidata.org/entity/Q5939646,masculino,José Fernández-Arroyo,1928-02-12T00:00:00Z,Manzanares,""escritor, pintor y escultor español"""
http://www.wikidata.org/entity/Q5940324,masculino,José Gómez Ortega,1813-08-27T00:00:00Z,Manzanares,político
http://www.wikidata.org/entity/Q5945292,masculino,José Ruiz de la Hermosa,1850-01-01T00:00:00Z,Daimiel,militante de las Juventudes de Acción Popular (JAP)
http://www.wikidata.org/entity/Q5945401,masculino,José Sanromá Aldea,1947-12-14T00:00:00Z,Daimiel,político español
http://www.wikidata.org/entity/Q5994526,masculino,Manuel Velasco Laguna,1955-01-01T00:00:00Z,Santa Cruz de Mudela,fotógrafo y escritor español
http://www.wikidata.org/entity/Q6068877,masculino,Pedro García Conde,1603-01-01T00:00:00Z,Manzanares,veterinario español
http://www.wikidata.org/entity/Q6070226,masculino,Pedro Sánchez de la Nieta,1962-05-26T00:00:00Z,Daimiel,futbolista español
http://www.wikidata.org/entity/Q4890416,masculino,Manuel Zúñiga Fernández,1960-06-29T00:00:00Z,Luciana,futbolista español
http://www.wikidata.org/entity/Q5659247,masculino,Miguel Ángel Villanueva,1967-09-06T00:00:00Z,Fuente el Fresno,político español
http://www.wikidata.org/entity/Q5660744,masculino,Agustín López,1501-01-01T00:00:00Z,Argamasilla de Calatrava,escritor
http://www.wikidata.org/entity/Q5699559,masculino,Antonio Rodríguez Huéscar,1912-04-13T00:00:00Z,Fuenllana,filósofo español
http://www.wikidata.org/entity/Q66603881,masculino,Eduardo Raboso García-Baquero,1964-04-27T00:00:00Z,Ciudad Real,político de España
http://www.wikidata.org/entity/Q66603963,,María del Carmen López Ruiz,1961-12-15T00:00:00Z,Ciudad Real,político de España
http://www.wikidata.org/entity/Q66663415,,Francisco Javier Fernández-Bravo García,1976-08-21T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q84858270,femenino,Nuria Barbarroja,2000-01-01T00:00:00Z,Puertollano,investigadora biomédica española
http://www.wikidata.org/entity/Q86834670,masculino,Jose Maria Navarro Villodre,1917-12-24T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q86930483,masculino,Jose Bañales Novella,1924-03-19T00:00:00Z,Puertollano,político español
http://www.wikidata.org/entity/Q63171259,masculino,Juan Bautista de Aguilera Arias Quintanilla,1623-01-01T00:00:00Z,Ciudad Real,1623 - 1705
http://www.wikidata.org/entity/Q63183119,masculino,Álvaro de Maldonado y Maldonado,1849-01-01T00:00:00Z,Ciudad Real,militar español
http://www.wikidata.org/entity/Q63675644,masculino,Manuel Fernández-Conde,1909-09-08T00:00:00Z,Puertollano,obispo católico español
http://www.wikidata.org/entity/Q63942607,masculino,Felipe García Coronado,1902-02-15T00:00:00Z,Ciudad Real,escultor español (1902-1937)
"http://www.wikidata.org/entity/Q65015565,masculino,Alfonso González-Calero García,1951-01-01T00:00:00Z,Ciudad Real,""periodista, historiador y editor español"""
http://www.wikidata.org/entity/Q65386960,masculino,Sabas Calvillo Velasco,1945-01-01T00:00:00Z,Ciudad Real,director de orquesta y de coro español
http://www.wikidata.org/entity/Q66371864,femenino,Mayte Fernández,1977-02-02T00:00:00Z,Puertollano,política española
http://www.wikidata.org/entity/Q66498271,femenino,Cristina López Zamora,1989-03-25T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q26696021,masculino,Isidro Díaz de Mera Escuderos,1989-08-24T00:00:00Z,Daimiel,Árbitro de fútbol español
http://www.wikidata.org/entity/Q27755759,masculino,José Alberto Martín-Toledano Suárez,1963-02-26T00:00:00Z,Malagón,político español
http://www.wikidata.org/entity/Q29817101,masculino,Nemesio de Lara Guerrero,1952-11-28T00:00:00Z,La Solana,político español
http://www.wikidata.org/entity/Q87391974,masculino,Gregorio Juncos Miralles,1924-09-25T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q87929264,,Jose Blanco Rodriguez,1890-03-03T00:00:00Z,Ciudad Real,político español
http://www.wikidata.org/entity/Q88316808,masculino,Emilio Ferrín,1965-10-07T00:00:00Z,Ciudad Real,islamólogo español
http://www.wikidata.org/entity/Q88376163,femenino,María José Rubio Fuentes,1965-01-01T00:00:00Z,Puertollano,historiadora española y epigrafista (1965-2020)
http://www.wikidata.org/entity/Q90781711,masculino,Luis de Moya,1953-08-17T00:00:00Z,Ciudad Real,sacerdote y escritor español
http://www.wikidata.org/entity/Q93124891,masculino,Bernardo Mulleras Garcia,1877-06-18T00:00:00Z,Ciudad Real,político español
"http://www.wikidata.org/entity/Q93379873,masculino,Delfín Rodríguez,1956-11-30T00:00:00Z,Puertollano,""crítico de arte, escritor y catedrático español"""
http://www.wikidata.org/entity/Q93435060,masculino,Carlos Caballero Jurado,1957-01-01T00:00:00Z,Ciudad Real,profesor y escritor español
http://www.wikidata.org/entity/Q96034697,masculino,Joaquín Barón,1970-01-01T00:00:00Z,Ciudad Real,pintor y escultor
"http://www.wikidata.org/entity/Q97663748,masculino,Chema Gallardo,1962-02-23T00:00:00Z,Puertollano,""Dibujante de animación, ilustrador y diseñador español"""
http://www.wikidata.org/entity/Q6148426,masculino,Tomás Barrera,1870-02-13T00:00:00Z,La Solana,compositor español (1870-1938)
http://www.wikidata.org/entity/Q6294057,masculino,José Mota,1965-06-30T00:00:00Z,Montiel,actor y humorista español
"http://www.wikidata.org/entity/Q7159564,masculino,Pedro Estala,1757-08-01T00:00:00Z,Daimiel,""escritor, filólogo, helenista, crítico literario, traductor, editor y religioso escolapio español"""
http://www.wikidata.org/entity/Q7290495,masculino,Ramón González Expósito,1974-11-25T00:00:00Z,Malagón,futbolista español
http://www.wikidata.org/entity/Q8195336,masculino,Alfredo Alcalá,1940-01-09T00:00:00Z,Ballesteros de Calatrava,arquitecto español
http://www.wikidata.org/entity/Q9028049,masculino,Manuel Piña,1944-05-21T00:00:00Z,Manzanares,Diseñador español de moda (1944-1994)
http://www.wikidata.org/entity/Q11913895,masculino,Cipriano García Sánchez,1927-09-26T00:00:00Z,Manzanares,sindicalista y político
http://www.wikidata.org/entity/Q6099622,masculino,Ramón Fernández Palmeral,1947-05-07T00:00:00Z,Piedrabuena,pintor español
http://www.wikidata.org/entity/Q6109569,masculino,Roberto Aliaga,1976-01-01T00:00:00Z,Argamasilla de Alba,escritor español
http://www.wikidata.org/entity/Q6121191,masculino,Santiago Vozmediano,1914-01-05T00:00:00Z,Mestanza,futbolista español
http://www.wikidata.org/entity/Q399192,masculino,Agustín Díaz de Mera,1947-09-27T00:00:00Z,Daimiel,político español
http://www.wikidata.org/entity/Q579640,femenino,Macarena Aguilar,1985-03-12T00:00:00Z,Bolaños de Calatrava,balonmanista española
http://www.wikidata.org/entity/Q676255,masculino,Manolo «el del Bombo»,1949-01-15T00:00:00Z,San Carlos del Valle,hincha futbolístico
http://www.wikidata.org/entity/Q1891567,masculino,Manuel Jiménez Taravilla,1940-02-02T00:00:00Z,Manzanares,arquero español
http://www.wikidata.org/entity/Q2066640,masculino,Pedro Merino,1987-07-08T00:00:00Z,Manzanares,ciclista español
http://www.wikidata.org/entity/Q5699555,masculino,Antonio Rodríguez García-Vao,1863-03-24T00:00:00Z,Manzanares,escritor español
http://www.wikidata.org/entity/Q5699866,masculino,Antonio Serrano (atleta),1965-03-08T00:00:00Z,La Solana,atleta español
http://www.wikidata.org/entity/Q5751541,masculino,Carlos Risueño y Mena,1778-01-01T00:00:00Z,Daimiel,veterinario y militar español (1778-1847)
http://www.wikidata.org/entity/Q5756219,masculino,Casimiro García-Abadillo,1957-10-11T00:00:00Z,La Solana,periodista español
http://www.wikidata.org/entity/Q5759862,masculino,Cecilio Alonso,1958-01-12T00:00:00Z,Malagón,balonmanista español
http://www.wikidata.org/entity/Q5830143,masculino,Elviro Aranda Álvarez,1961-10-15T00:00:00Z,Bolaños de Calatrava,político español
http://www.wikidata.org/entity/Q5992158,masculino,Manuel Angulo Sepúlveda,1904-01-01T00:00:00Z,Campo de Criptana,músico español
http://www.wikidata.org/entity/Q6004777,femenino,María Zaragoza,1982-09-16T00:00:00Z,Campo de Criptana,escritora española
"http://www.wikidata.org/entity/Q6068628,masculino,Pedro Díaz Morante,1565-01-01T00:00:00Z,Alcázar de San Juan,""calígrafo, tipógrafo y pedagogo español"""
http://www.wikidata.org/entity/Q6093376,femenino,Purificación Ortiz Ortiz,1972-01-01T00:00:00Z,Campo de Criptana,atleta paralímpica española
http://www.wikidata.org/entity/Q6102628,masculino,Recesvinto Casero Úbeda,1962-03-20T00:00:00Z,Alcázar de San Juan,futbolista español
http://www.wikidata.org/entity/Q6158868,masculino,Valentín Arteaga,1936-01-01T00:00:00Z,Campo de Criptana,poeta y religioso teatino español
http://www.wikidata.org/entity/Q6173059,masculino,Ángel Arteaga,1928-01-28T00:00:00Z,Campo de Criptana,compositor español
http://www.wikidata.org/entity/Q5947294,masculino,Juan Antonio Giraldo,1937-03-04T00:00:00Z,Villanueva de los Infantes,escultor español
http://www.wikidata.org/entity/Q5979109,masculino,Lorenzo Sánchez López,1949-01-07T00:00:00Z,Tomelloso,geógrafo español
http://www.wikidata.org/entity/Q5994092,masculino,Manuel Pérez Castell,1948-02-12T00:00:00Z,Villahermosa,político español
http://www.wikidata.org/entity/Q6068054,masculino,Pedro A. González Moreno,1960-01-01T00:00:00Z,Calzada de Calatrava,poeta y escritor español
http://www.wikidata.org/entity/Q86929365,masculino,Eloy Miguel Sancho Garcia,1925-07-05T00:00:00Z,Almadén,político español
http://www.wikidata.org/entity/Q99493828,masculino,Ramón Fernández Luna,1867-11-30T00:00:00Z,Almadén,comisario y detective español
"http://www.wikidata.org/entity/Q100969163,masculino,Olayo Díaz Giménez,1810-01-01T00:00:00Z,Almadén,""físico, catedrático y médico español"""
http://www.wikidata.org/entity/Q101076565,masculino,Isidro Parra,1925-09-14T00:00:00Z,Alcázar de San Juan,artista español
http://www.wikidata.org/entity/Q107723177,femenino,Ana Iris Simón,1991-06-02T00:00:00Z,Campo de Criptana,escritora y periodista española
http://www.wikidata.org/entity/Q107723177,femenino,Ana Iris Simón,1991-06-02T00:00:00Z,Campo de Criptana,escritora española
http://www.wikidata.org/entity/Q60047845,masculino,Francisco José Carretero Cepeda,1879-12-03T00:00:00Z,Tomelloso,pintor
"http://www.wikidata.org/entity/Q60827852,masculino,Luis Quirós Arias,1893-04-04T00:00:00Z,Tomelloso,""escritor, pintor y político español"""
http://www.wikidata.org/entity/Q61747137,masculino,Juanma R. Pachón,1975-05-10T00:00:00Z,Tomelloso,Director y productor audiovisual español
http://www.wikidata.org/entity/Q61858089,masculino,Fernando Ugena López,1902-01-07T00:00:00Z,Tomelloso,militar español
http://www.wikidata.org/entity/Q62506566,masculino,Gonzalo Navarro Castellanos,1616-01-01T00:00:00Z,Villanueva de los Infantes,humanista y crítico teatral español
http://www.wikidata.org/entity/Q64750658,femenino,Alicia Palacios Cañas,,Tomelloso,investigador
http://www.wikidata.org/entity/Q65160151,femenino,Sagrario Torres,1922-01-01T00:00:00Z,Valdepeñas,escritora española
http://www.wikidata.org/entity/Q24256243,masculino,Ceferino Saúco Díez,1851-09-19T00:00:00Z,Ciudad Real,Político y artista de España.
http://www.wikidata.org/entity/Q108508460,masculino,Josie,1980-03-28T00:00:00Z,Manzanares,Diseñador de moda español
"http://www.wikidata.org/entity/Q115195983,femenino,Lydia Pavón,1998-11-23T00:00:00Z,Puerto Lápice,""actriz, bailarina y modelo española"""
http://www.wikidata.org/entity/Q33396337,masculino,José Poveda Murcia,1910-10-27T00:00:00Z,Torralba de Calatrava,político y registrador de la propiedad español (1910-1982)
http://www.wikidata.org/entity/Q40885979,masculino,Blas Tello,1908-11-12T00:00:00Z,Manzanares,político y magistrado español (1908-1984)
http://www.wikidata.org/entity/Q47001632,masculino,Santos Montoya Torres,1966-06-22T00:00:00Z,La Solana,Obispo católico español
http://www.wikidata.org/entity/Q47500580,masculino,Javi Abengózar,1985-03-08T00:00:00Z,Manzanares,actor de doblaje
http://www.wikidata.org/entity/Q50376507,femenino,Clara Delgado Valero,1952-01-01T00:00:00Z,Ballesteros de Calatrava,historiadora del arte y profesora universitaria española
http://www.wikidata.org/entity/Q5840195,femenino,Esperanza Elipe,1961-07-11T00:00:00Z,Membrilla,actriz española
http://www.wikidata.org/entity/Q5859800,masculino,Fernando Lozano Montes,1844-08-01T00:00:00Z,Almadenejo,periodista y político español
http://www.wikidata.org/entity/Q5938170,masculino,José Antonio Valdelomar,1958-01-01T00:00:00Z,Fuente el Fresno,actor español
http://www.wikidata.org/entity/Q5945954,masculino,José Valverde Serrano,1957-04-17T00:00:00Z,Argamasilla de Alba,político español
http://www.wikidata.org/entity/Q5949708,masculino,Juan García Carpintero,1604-01-01T00:00:00Z,Moral de Calatrava,misionero español
http://www.wikidata.org/entity/Q5994898,femenino,Manuela Manzanares,1910-01-01T00:00:00Z,Torre de Juan Abad,escritora española
http://www.wikidata.org/entity/Q84772633,masculino,Julián Calero Escobar,1910-12-10T00:00:00Z,Almagro,político español
